uid,sid
2320,236
2320,237
2320,238
2320,239
2320,240
2320,241
2320,242
2320,243
2320,244
2320,245
2320,246
2320,247
2320,248
2320,249
2320,250
2320,251
2320,252
2320,253
2320,254
2320,255
2320,256
2320,257
2320,258
2320,259
2320,260
2320,261
2320,262
2320,263
2320,264
2320,265
2320,266
2320,267
2320,268
2320,269
2320,270
2320,271
2320,272
2320,273
2320,274
2320,275
2320,276
2320,277
2320,278
2320,279
2320,280
2320,281
2320,282
2320,283
2320,284
2320,285
2320,286
2320,287
2320,288
2320,289
2320,290
2320,291
2320,292
2320,293
2320,294
2320,295
2320,296
2320,297
2320,298
2320,299
2320,300
2320,301
2320,302
2320,303
2320,304
2320,305
2320,306
2320,307
2320,308
2320,309
2320,310
2320,311
2320,312
2320,313
2320,314
2320,315
2320,316
2320,317
2320,318
2320,319
2320,320
2320,321
2320,322
2320,323
2320,324
2320,325
2320,326
2320,327
2320,328
2320,329
2320,330
2320,331
2320,332
2320,333
2320,334
2320,335
2320,336
2320,337
2320,338
2320,339
2320,340
2320,341
2320,342
2320,343
2320,344
2320,345
2320,346
2320,347
2320,348
2320,349
2320,350
2320,351
2320,352
2320,353
2320,354
2320,355
2320,356
2320,357
2320,358
2320,359
2320,360
2320,361
2320,362
2320,363
2320,364
2320,365
2320,366
2320,367
2320,368
2320,369
2320,370
2320,371
2320,372
2320,373
2320,374
2320,375
2320,376
2320,377
2320,378
2320,379
2320,380
2320,381
2320,382
2320,383
2320,384
2320,385
2320,386
2320,387
2320,388
2320,389
2320,390
2320,391
2320,392
2320,393
2320,394
2320,395
2320,396
2320,397
2320,398
2320,399
2320,400
2320,401
2320,402
2320,403
2320,404
2320,405
2320,406
2320,407
2320,408
2320,409
2320,410
2320,411
2320,412
2320,413
12770,414
12770,415
12770,416
12770,417
12770,418
12770,419
12770,420
12770,421
12770,422
12770,423
12770,424
12770,425
12770,426
12770,427
12770,428
12770,429
12770,430
12770,431
3386,432
3386,330
3386,433
3386,434
3386,435
3386,436
3386,437
3386,438
3386,439
3386,440
3386,441
3386,442
3386,443
3386,444
3386,445
3386,446
3386,447
3386,448
3386,449
3386,450
3386,451
3386,452
3386,453
3386,454
3386,455
3386,456
3386,457
3386,458
3386,459
3386,460
3386,461
3386,462
3386,463
3386,464
3386,465
3386,466
3386,467
3386,468
3386,469
3386,470
3386,471
3386,472
3386,473
3386,474
3386,475
3386,476
3386,477
3386,478
3386,479
3386,480
3386,481
3386,482
3386,483
3386,484
3386,485
3386,486
3386,487
3386,488
3386,489
3386,490
3386,491
3386,492
3386,493
3386,494
3386,495
3386,496
3386,497
3386,498
14721,499
14721,500
14721,501
14721,502
14721,503
14721,504
14721,505
14721,506
14721,507
14721,508
14721,509
14721,510
14721,511
14721,512
14721,513
14721,514
14721,515
7583,516
7583,517
7583,518
7583,519
7583,520
7583,521
7583,522
7583,523
7583,524
7583,525
7583,526
7583,527
7583,528
7583,529
7583,530
7583,531
7583,532
7583,533
7583,534
7583,535
7583,536
7583,537
7583,538
7583,539
7583,540
7583,541
7583,542
7583,543
7583,544
7583,545
7583,546
7583,547
7583,548
7583,549
7583,550
7583,551
7583,552
7583,553
7583,554
7583,555
7583,556
7583,557
7583,558
7583,559
7583,560
7583,561
7583,562
7583,563
7583,564
7583,565
7583,566
7583,567
7583,568
7583,569
7583,570
7583,571
7583,572
7583,573
7583,574
7583,575
7583,576
4099,345
4099,577
4099,578
4099,579
4099,580
4099,581
4099,582
4099,583
4099,584
4099,585
4099,586
4099,587
4099,588
4099,589
4099,590
4099,591
4099,592
4099,593
4099,594
4099,595
4099,596
4099,597
4099,598
4099,599
11087,600
11087,601
11087,602
11087,603
11087,604
11087,605
11087,606
11087,607
11087,608
11087,609
11087,610
11087,611
11087,612
11087,613
11087,614
11087,615
11087,616
7906,617
7906,618
7906,619
7906,620
7906,621
7906,622
7906,623
7906,624
7906,625
7906,626
7906,627
7906,628
7906,629
7906,630
7906,631
7906,632
7906,633
7906,634
7906,635
7906,636
7906,637
7906,638
7906,639
7906,640
7906,641
7906,642
7906,643
7906,644
7906,645
7906,646
7906,647
7906,648
7906,649
7906,650
3190,651
3190,652
3190,653
3190,654
3190,655
3190,656
3190,657
3190,658
3190,659
3190,660
3190,661
3190,662
3190,663
3190,664
3190,665
3190,666
3190,667
3190,668
3190,669
3190,670
3190,671
3190,672
3190,673
3190,674
3190,675
3190,676
3190,677
3190,678
3190,679
3190,680
3190,681
3190,682
3190,683
3190,684
3190,685
3190,686
3190,687
3190,688
3190,689
3190,690
3190,691
3190,692
3190,693
3190,694
3190,695
3190,696
3190,697
3190,698
3190,699
3190,700
3190,701
3190,702
3190,703
3190,704
3190,705
3190,706
3190,707
3190,708
3190,709
3190,710
3190,711
3190,712
3190,713
3190,714
3190,715
3190,716
3190,717
3190,718
3190,719
3190,720
3190,721
3190,722
3190,723
3190,724
3190,725
3190,726
3190,727
3190,728
3190,729
3190,730
3190,731
3190,732
3190,733
3190,734
3190,735
3190,736
3190,737
3190,738
3190,739
3190,740
3190,741
3190,742
3190,743
3190,744
3190,105
8840,745
8840,746
8840,747
8840,748
8840,749
11153,750
11153,751
11153,752
11153,753
11153,754
11153,755
11153,756
11153,757
11153,758
11153,759
11153,760
11153,761
12974,762
12974,763
12974,764
12974,765
12974,766
12974,767
12974,768
12974,769
12974,770
12974,771
12974,772
12974,773
12974,774
12974,775
6687,776
6687,777
6687,778
6687,779
6687,780
6687,781
6687,782
6687,783
6687,784
6687,785
6687,786
6687,787
6687,788
6687,789
6687,790
6687,791
6687,792
2426,793
2426,794
2426,795
2426,796
2426,797
2426,798
2426,799
2426,800
2426,801
2426,802
2426,803
2426,804
2426,805
2426,806
11827,807
11827,808
11827,809
11827,810
11827,811
11827,812
11827,813
11827,814
11827,815
11827,816
11827,817
11827,818
11827,819
11827,820
11827,821
11827,822
11827,823
11827,824
11827,825
11827,826
11827,827
11827,828
11920,829
11920,830
11920,831
11920,832
11920,833
11920,834
11920,835
11920,836
11920,837
11920,838
11920,839
11920,840
11920,841
11920,842
11920,843
11920,844
11920,845
11920,846
11920,847
11920,848
11920,849
11920,850
11920,851
11920,852
11920,853
11920,854
11920,855
11920,856
11920,857
11920,858
11920,859
11920,860
11920,861
11920,862
11920,863
11920,864
11920,865
11920,866
11920,867
11920,868
11920,869
11920,870
11920,871
11920,872
11920,873
11920,874
11920,875
11920,80
11920,876
11920,615
9236,727
9236,728
9236,9
9236,877
9236,878
9236,879
9236,880
9236,881
9236,882
9236,883
9236,884
9236,885
9236,886
9236,887
9236,888
9236,889
9236,890
9236,891
9236,892
9236,893
9236,894
9236,895
9236,896
9236,897
9236,898
9236,899
9236,900
9236,901
9236,902
9236,903
9236,904
9236,905
9236,906
9236,907
9236,908
9236,909
9236,910
9236,911
9236,912
9236,913
9236,914
9236,915
9236,916
9236,917
9236,918
9236,919
9236,920
9236,921
9236,922
9236,923
9236,924
9236,925
9236,926
9236,927
9236,928
9236,929
9236,930
9236,931
9236,932
9236,933
9236,934
9236,935
9236,936
9236,937
9236,938
9236,939
9236,940
9236,941
9236,942
9236,943
9236,944
9236,945
9236,946
9236,947
9236,948
9236,949
9236,950
9236,951
9236,952
9236,953
9236,954
9236,955
9236,956
9236,957
9236,958
9236,959
9236,960
9236,961
9236,962
9236,963
9236,964
9236,965
9236,966
9236,967
9236,968
9236,969
9236,970
9236,971
9236,972
9236,973
9236,974
9236,975
9236,976
9236,977
9236,978
9236,979
9236,980
9236,981
9236,982
9236,983
9236,984
9236,985
9236,986
9236,987
9236,988
9236,989
9236,990
9236,991
9236,992
9236,993
9236,994
9236,995
9236,996
9236,997
9236,998
9236,999
9236,1000
9236,1001
9236,195
9236,198
9236,425
9236,426
5808,28
5808,1002
5808,1003
5808,1004
5808,1005
5808,1006
5808,1007
5808,1008
5808,1009
5808,1010
5808,1011
5808,1012
5808,1013
5808,1014
5808,1015
5808,1016
5808,1017
5808,1018
5808,1019
5808,1020
5808,1021
5808,1022
5808,1023
5808,1024
5808,1025
5808,1026
5808,1027
5808,1028
5808,1029
5808,1030
5808,1031
5808,1032
5808,1033
5808,1034
5808,1035
5808,1036
5808,1037
5808,1038
5808,1039
5808,1040
5808,1041
5808,1042
5808,1043
5808,1044
5808,1045
5808,1046
5808,1047
5808,1048
5808,1049
5808,1050
5808,1051
5808,1052
5808,1053
5808,1054
5808,1055
5808,1056
5808,1057
5808,1058
5808,1059
5808,1060
5808,1061
5808,1062
5808,1063
5808,1064
5808,1065
5808,1066
5808,1067
5808,1068
5808,1069
5808,1070
5808,1071
5808,1072
5808,1073
5808,1074
5808,1075
5808,1076
5808,1077
5808,1078
5808,1079
5808,359
2074,1080
2074,1081
2074,825
2074,78
2074,1060
2074,1062
2074,1082
2074,1083
2074,1084
2074,1085
2074,1086
2074,1087
2074,1088
2074,1089
2074,1090
2074,1091
2074,1092
2074,1093
2074,1094
2074,1095
2074,1096
2074,1097
2074,1098
2074,1099
2074,1100
2074,1101
2074,1102
2074,1103
2074,1104
2074,1105
2074,1106
2074,1107
2074,1108
2074,1109
2074,1110
2074,1111
2074,1112
2074,1113
2074,1114
2074,1115
2074,1116
2074,1117
2074,1118
2074,1119
2074,1120
2074,1121
2074,1122
2074,1123
2074,1124
2074,1125
2074,1126
2074,1127
2074,1128
2074,1129
2074,1130
2074,1131
2074,1132
2074,1133
2074,1134
2074,1135
2074,1136
2074,1137
2074,1138
2074,1139
2074,1140
2074,1141
2074,1142
2074,1143
2074,1144
2074,1145
2074,1146
2074,1147
2074,1148
2074,1149
2074,1150
2074,1151
2074,1152
2074,1153
2074,1154
2074,1155
2074,1156
2074,1157
2074,1158
2074,1159
2074,1160
2074,1161
2074,1162
2074,1163
2074,1164
2074,1165
2074,1166
2074,1167
2074,1168
2074,1169
2074,1170
2074,1171
2074,1172
2074,1173
2074,1174
2074,1175
2074,1176
2074,1177
2074,1178
2074,1179
7516,1180
7516,1181
7516,1182
7516,1183
7516,1184
7516,1185
7516,1186
7516,1187
7516,1188
7516,1189
7516,1190
7516,1191
15125,1192
15125,1126
15125,1193
15125,1194
15125,1195
15125,1196
15125,1197
15125,1198
15125,1199
15125,1200
15125,1201
15125,1202
15125,1203
15125,1204
15125,1205
15125,1206
15125,1207
15125,1208
15125,1209
15125,1210
15125,1211
15125,1212
15125,1213
15125,1214
15125,1215
15125,1216
15125,1217
15125,1218
15125,1219
15125,1220
15125,1221
15125,1222
15125,1223
15125,1224
15125,1225
15125,1226
15125,1227
15125,1228
15125,1229
15125,1230
15125,1231
15125,1232
15125,1233
15125,1234
15125,1235
15125,1236
15125,1237
15125,1238
15125,1239
15125,1240
15125,1241
15125,1242
15125,1243
15125,1244
15125,1245
15125,1246
15125,1247
15125,1248
15125,1249
15125,1250
15125,1251
15125,1252
15125,1253
15125,1254
15125,1255
15125,1256
15125,1257
15125,1258
15125,1259
15125,1260
15125,1261
15125,1262
15125,1263
15125,1264
15125,1265
15125,1266
15125,1267
15125,1268
15125,1269
15125,1270
15125,1271
15125,1272
15125,1273
15125,1274
15125,1275
15125,1276
15125,1277
15125,1278
15125,1279
15125,354
15125,370
15125,586
10454,1280
10454,1281
10454,1282
10454,1283
10454,1284
10454,1285
10454,1286
10454,1287
10454,1288
10454,1289
10454,1290
13996,1291
13996,1292
13996,1293
13996,1294
13996,1295
13996,1296
2261,1297
2261,727
2261,1298
2261,740
2261,1299
2261,1300
2261,1301
2261,1302
2261,1303
2261,1304
2261,1305
2261,1306
2261,906
2261,919
2261,956
2261,1307
2261,1308
2261,1309
2261,1310
2261,1311
2261,1312
2261,1313
2261,1314
2261,1315
2261,1316
2261,1317
2261,1318
2261,1319
2261,1320
2261,1321
2261,1322
2261,1323
2261,1324
2261,1325
2261,1326
2261,1327
2261,1328
2261,1329
2261,1330
2261,1331
2261,1332
2261,1333
2261,1334
2261,1335
2261,1336
2261,1337
2261,1338
2261,1339
2261,1340
2261,1341
2261,1342
2261,1343
2261,1344
2261,1345
2261,1346
2261,1347
2261,1348
2261,1349
2261,1350
2261,1351
2261,1352
2261,1353
2261,1354
2261,1355
2261,1356
2261,1357
2261,1358
2261,1359
2261,1360
2261,1361
2261,1362
2261,1363
2261,1364
2261,1365
2261,1366
2261,1367
2261,1368
2261,1369
2261,1370
2261,1371
2261,1372
2261,1373
2261,1374
2261,1375
2261,1376
2261,1377
2261,1378
2261,1379
2261,1380
2261,1381
2261,1382
2261,1383
2261,1384
2261,1385
2261,1386
2261,1387
2261,1388
2261,1389
2261,285
2261,292
2261,413
13284,1390
13284,1391
13284,1392
13284,1393
13284,1394
13284,1395
13284,1396
13284,1397
13284,1398
13284,1399
13284,1400
13284,1401
13284,1402
13284,1403
13284,1404
13284,1405
13284,1406
13284,1407
13284,1408
13284,1409
13284,1410
13284,1411
13284,1412
13284,1413
13284,1414
13284,1415
13284,1416
13284,1417
13284,1418
5161,1419
5161,1420
5161,1421
5161,1422
5161,1423
5161,1424
5161,1425
5161,1426
5161,1427
5161,1428
5161,1429
5161,1430
5161,1431
5161,1432
5161,1433
5161,1434
5161,1435
5161,1436
5161,1437
5161,1438
5161,1439
5161,1440
5161,1441
5161,1442
5161,1443
5161,1444
5161,1445
5161,1446
5161,1447
5161,1448
5161,1449
5161,1450
5161,1451
5161,1452
5161,1453
5161,1454
5161,1455
5161,1456
5161,1457
5161,1458
5161,1459
5161,1460
5161,1461
5161,1462
5161,1463
5161,1464
5161,1465
5161,1466
5161,1467
5161,1468
5161,1469
5161,1470
5161,1471
5161,1472
5161,1473
5161,1474
5161,1475
5161,1476
5161,1477
5161,1478
5161,1479
5161,1480
5161,1481
5161,1482
5161,1483
5161,1484
5161,1485
5161,1486
5161,1487
5161,1488
5161,1489
5161,1490
5161,1491
5161,1492
5161,1493
5161,1494
5161,1495
5161,1496
5161,1497
5161,1498
5161,1499
5161,1500
5161,1501
5161,1502
5161,1503
5161,1504
5161,1505
5161,1506
5161,1507
5161,1508
5161,1509
5161,1510
5161,1511
5161,1512
5161,1513
5161,1514
5161,1515
5161,1516
5161,1517
5161,1518
5161,1519
5161,1520
5161,1521
5161,1522
5161,1523
5161,1524
5161,1525
5161,1526
5161,1527
5161,1528
5161,1529
5161,1530
5161,1531
5161,1532
5161,1533
5161,1534
5161,1535
5161,1536
5161,1537
5161,1538
5161,1539
5161,1540
5161,1541
5161,590
5161,591
5161,1542
1769,1543
1769,1544
1769,1545
1769,1546
1769,1547
1769,1548
1769,1549
1769,1550
1769,1551
1769,1552
1769,1553
1769,1554
1769,1555
1769,1556
1769,1557
1769,1558
1769,1559
1769,1560
1769,1561
1769,1562
1769,1563
1769,1564
1769,1565
1769,1566
1769,1567
1769,1568
1769,1569
1769,1570
1769,1571
1769,1572
1769,1573
1769,1574
1769,1575
1769,1576
1769,1577
1769,1578
1769,1579
1769,1580
1769,1581
1769,1582
1769,1583
1769,1584
1769,1585
1769,1586
1769,1587
1769,1588
1769,454
10986,1089
10986,1480
10986,1589
10986,1590
10986,1591
10986,1592
10986,1593
10986,1594
10986,1595
10986,1596
10986,1597
10986,1598
10986,1599
10986,1600
10986,1601
10986,1602
10986,1603
10986,1604
10986,1605
10986,1606
10986,1607
10986,1608
10986,1609
10986,1610
10986,1611
10986,1612
10986,1613
10986,1614
10986,1615
10986,1616
10986,1617
10986,1618
10986,1619
10986,1620
10986,1621
10986,1622
10986,1623
10986,1624
10986,194
10986,204
10986,590
7112,658
7112,1625
7112,1626
7112,928
7112,932
7112,970
7112,995
7112,996
7112,1627
7112,1628
7112,1177
7112,1186
7112,1295
7112,1629
7112,1630
7112,1371
7112,1631
7112,1632
7112,1633
7112,1634
7112,1635
7112,1636
7112,1637
7112,1638
7112,1639
7112,1640
7112,1641
7112,1642
7112,1643
7112,1644
7112,1645
7112,1646
7112,1647
7112,1648
7112,1649
7112,1650
7112,1651
7112,1652
7112,1653
7112,1654
7112,1655
7112,1656
7112,1657
7112,1658
7112,1659
7112,1660
7112,1661
7112,1662
7112,1663
7112,1664
7112,1665
7112,1666
7112,1667
7112,1668
7112,1669
7112,1670
7112,1671
7112,1672
7112,1673
7112,1674
7112,1675
7112,1676
7112,1677
7112,1678
7112,1679
7112,1680
7112,1681
7112,1682
7112,1683
7112,1684
7112,1685
7112,1686
7112,1687
7112,1688
7112,1689
7112,1690
7112,1691
7112,1692
7112,1693
7112,1694
7112,1695
7112,1696
7112,1697
7112,1698
7112,1699
7112,1700
7112,1701
7112,1702
7112,1703
7112,1704
7112,1705
7112,1706
7112,1707
7112,1708
7112,1709
7112,1710
7112,1711
7112,1712
7112,1713
7112,1714
7112,1715
7112,1716
7112,1717
7112,1718
7112,1719
7112,1720
7112,1721
7112,1722
7112,1723
7112,1724
7112,1725
7112,1726
7112,1727
7112,1728
7112,1729
7112,1730
7112,1731
7112,1732
7112,1733
7112,1734
7112,1735
7112,207
7112,316
7112,318
7112,1736
7112,340
7112,442
7112,492
7112,1737
10095,853
10095,855
10095,1738
10095,1739
10095,1610
10095,1668
10095,1740
10095,1741
10095,1742
10095,1743
10095,1744
10095,1745
10095,1746
10095,1747
10095,1748
10095,1749
10095,1750
10095,1751
10095,1752
10095,1753
10095,1754
10095,1755
10095,1756
10095,1757
10095,1758
10095,1759
10095,1760
10095,1761
10095,1762
10095,1763
10095,1764
10095,1765
10095,1766
10095,1767
10095,1768
10095,1769
10095,1770
10095,1771
10095,1772
10095,1773
10095,1774
10095,1775
10095,1776
10095,1777
10095,1778
10095,1779
10095,1780
10095,1781
10095,1782
10095,1783
10095,1784
10095,1785
10095,1786
10095,1787
10095,1788
10095,1789
10095,1790
10095,1791
10095,1792
10095,1793
10095,1794
10095,1795
10095,1796
10095,1797
10095,1798
10095,1799
10095,1800
10095,1801
10095,1802
10095,1803
10095,1804
10095,1805
10095,1806
10095,1807
10095,1808
10095,1809
10095,1810
10095,1811
10095,1812
10095,1813
10095,1814
10095,1815
10095,1816
10095,1817
10095,1818
10095,1819
10095,1820
10095,1821
10095,1822
10095,1823
10095,1824
10095,1825
10095,1826
10095,1827
10095,1828
10095,1829
10095,1830
10095,1831
10095,1832
10095,1833
10095,1834
10095,1835
10095,1836
10095,1837
10095,1838
10095,1839
10095,1840
10095,1841
10095,1842
10095,1843
10095,1844
10095,1845
10095,1846
10095,1847
10095,1848
10095,1849
10095,1850
10095,1851
10095,1852
10095,1853
10095,1854
10095,1855
10095,1856
10095,1857
10095,1858
10095,1859
10095,1860
10095,1861
10095,1862
10095,1863
10095,1864
10095,1865
10095,1866
10095,1867
10095,1868
10095,1869
10095,1870
10095,1871
10095,1872
10095,1873
10095,1874
10095,1875
10095,1876
10095,1877
10095,1878
10095,1879
10095,1880
10095,1881
10095,1882
10095,1883
10095,1884
10095,1885
10095,1886
10095,1887
10095,605
12565,1605
12565,1888
12565,1889
12565,1890
12565,1891
12565,1892
12565,1893
12565,1894
12565,1895
12565,1896
12565,1897
12565,1898
7710,1899
7710,1900
7710,1711
7710,1901
7710,1902
7710,1903
7710,1904
7710,1905
7710,1906
7710,1907
7710,1908
7710,1909
7710,1910
7710,1911
7710,1912
7710,1913
7710,1914
7710,1915
7710,1916
7710,1917
7710,1918
7710,1919
7710,1920
7710,1921
7710,1922
7710,1923
7710,1924
7710,1925
7710,1926
7710,1927
7710,1928
7710,1929
7710,1930
7710,1931
7710,1932
7710,1933
7710,1934
7710,1935
7710,1936
7710,1937
7710,1938
7710,1939
7710,1940
7710,1941
7710,1942
7710,1943
7710,1944
7710,1945
7710,1946
7710,1947
7710,1948
7710,442
7710,483
10147,1949
10147,1950
10147,1951
10147,1952
10147,1953
10147,1954
10147,1955
10147,1956
10147,1957
10147,1958
10147,1959
10147,1960
10147,1961
10147,1962
10147,1963
10147,1964
10147,1965
10147,1966
10147,1967
10147,1968
10147,1969
10147,1970
10147,1971
10147,1972
10147,1973
10147,1974
10147,1975
10147,1976
10147,1977
10147,1978
10147,1979
10147,1980
10147,1981
10147,1982
10147,1983
10147,1984
10147,1985
10147,1986
10147,1987
10147,1988
10147,1989
10147,1990
10147,1991
10147,322
10147,498
12783,1992
12783,1160
12783,1344
12783,1386
12783,1993
12783,1572
12783,1994
12783,195
12783,1995
12783,1996
12783,1997
12783,1998
12783,1999
12783,2000
12783,2001
12783,2002
12783,2003
12783,2004
12783,2005
12783,2006
12783,2007
12783,2008
12783,2009
12783,2010
12783,2011
12783,2012
12783,2013
12783,2014
12783,2015
12783,2016
12783,2017
12783,2018
12783,2019
12783,2020
3632,2021
3632,2022
3632,2023
3632,2024
3632,2025
3632,2026
3632,2027
3632,2028
3632,2029
3632,2030
3632,2031
3632,2032
3632,2033
3632,2034
3632,2035
3632,2036
3632,2037
3632,2038
3632,2039
3632,2040
3632,2041
3632,2042
3632,2043
3632,2044
3632,2045
3632,2046
3632,2047
3632,2048
3632,2049
3632,2050
3632,2051
3632,2052
3632,2053
3632,2054
3632,2055
3632,2056
3632,2057
3632,2058
3632,2059
3632,2060
3632,2061
3632,2062
3632,2063
3632,2064
3632,2065
3632,2066
3632,2067
3632,2068
3632,2069
3632,2070
3632,2071
3632,2072
3632,2073
3632,2074
3632,2075
3632,2076
3632,2077
3632,2078
3632,2079
3632,2080
3632,2081
3632,2082
3632,2083
3632,2084
3632,2085
3632,2086
3632,2087
3632,2088
3632,2089
3632,2090
3632,2091
3632,2092
3632,2093
3632,2094
3632,2095
3632,2096
3632,2097
3632,2098
3632,2099
3632,2100
3632,2101
3632,2102
3632,2103
3632,2104
3632,2105
3632,2106
3632,2107
3632,2108
3632,2109
3632,2110
3632,2111
3632,2112
3632,2113
3632,2114
3632,2115
3632,2116
3632,2117
3632,2118
3632,2119
3632,2120
3632,2121
3632,2122
9294,1988
9294,2007
9294,2010
9294,2014
9294,2123
9294,2124
9294,2125
9294,2126
9294,2127
9294,2128
9294,2129
9294,2130
9294,2131
9294,2132
9294,2133
9294,2134
9294,2135
9294,2136
9294,2137
9294,2138
9294,2139
9294,2140
9294,2141
9294,2142
9294,2143
9294,2144
9294,2145
9294,2146
9294,2147
9294,2148
9294,2149
9294,2150
9294,2151
9294,2152
9294,2153
9294,2154
9294,2155
9294,2156
9294,2157
9294,2158
9294,2159
9294,2160
9294,2161
9294,2162
9294,2163
9294,2164
9294,2165
9294,2166
9294,2167
9294,2168
9294,2169
9294,2170
9294,2171
9294,2172
9294,2173
9294,2174
9294,2175
9294,2176
9294,2177
9294,2178
9294,2179
9294,2180
9294,2181
9294,2182
9294,2183
9294,2184
9294,2185
9294,2186
9294,2187
9294,2188
9294,2189
9294,2190
9294,2191
9294,2192
9294,2193
9294,2194
9294,2195
9294,2196
9294,2197
9294,2198
9294,2199
9294,2200
9294,2201
9294,2202
9294,2203
9294,2204
9294,2205
9294,2206
9294,2207
9294,2208
9294,2209
9294,2210
9294,2211
9294,2212
9294,2213
9294,2214
9294,2215
9294,2216
9294,2217
9294,2218
9294,2219
9294,2220
9294,2221
9294,2222
9294,2223
9294,2224
9294,2225
9294,2226
9294,2227
9294,2228
9294,2229
9294,2230
9294,2231
9294,2232
9294,2233
9294,2234
9294,2235
9294,2236
9294,2237
9294,2238
9294,2239
9294,2240
9294,2241
9294,2242
9294,2243
9294,2244
9294,2245
9294,2246
9294,2247
9294,2248
9294,2249
9294,2250
9294,2251
9294,2252
9294,2253
9294,2254
9294,2255
9294,2256
9294,2257
9294,2258
9294,2259
9294,2260
9294,2261
9294,2262
9294,2263
9294,2264
9294,2265
9294,2266
9294,2267
9294,2268
9294,2269
9294,2270
9294,2271
9294,2272
9294,2273
9294,2274
9294,2275
9294,2276
9294,2277
9294,2278
9294,2279
9294,2280
9294,2281
9294,2282
9294,2283
9294,2284
9294,285
11581,2285
11581,2130
11581,2131
11581,2145
11581,2150
11581,2211
11581,2227
11581,2229
11581,2261
11581,2286
11581,2287
11581,2288
11581,2289
11581,2290
11581,2291
11581,2292
11581,2293
11581,2294
11581,2295
11581,2296
11581,2297
11581,2298
11581,2299
11581,2300
11581,2301
11581,2302
11581,2303
11581,2304
11581,2305
11581,2306
11581,2307
11581,2308
11581,2309
11581,2310
11581,2311
11581,2312
11581,2313
11581,2314
11581,2315
11581,2316
11581,2317
11581,2318
11581,2319
11581,2320
11581,2321
11581,2322
11581,2323
11581,2324
11581,2325
11581,2326
11581,2327
11581,2328
11581,2329
11581,2330
11581,2331
11581,2332
11581,2333
11581,2334
6397,825
6397,1587
6397,2335
6397,2129
6397,2336
6397,2337
6397,2338
6397,2339
6397,2340
6397,2341
6397,2342
6397,2343
6397,2344
6397,2345
6397,2346
6397,2347
6397,2348
6397,2349
6397,2350
6397,2351
6397,2352
6397,2353
6397,2354
6397,2355
6397,2356
6397,2357
6397,2358
6397,2359
6397,408
2198,2360
2198,2361
2198,2362
2198,2363
2198,2364
2198,2365
2198,2366
2198,2367
2198,2368
2198,2369
2198,2370
2198,2371
2198,2372
2198,2373
2198,2374
2198,2375
2198,2376
2198,2377
2198,2378
7077,14
7077,2379
7077,2380
7077,2381
7077,2382
7077,35
7077,51
7077,2383
7077,2384
7077,2385
7077,2386
7077,2387
7077,2388
7077,2389
7077,862
7077,994
7077,1040
7077,1133
7077,1136
7077,1141
7077,1142
7077,1202
7077,1276
7077,1309
7077,1630
7077,1350
7077,2390
7077,2391
7077,1433
7077,1436
7077,1735
7077,2392
7077,1860
7077,202
7077,2393
7077,2394
7077,208
7077,1925
7077,2395
7077,2396
